10000 19996
2872 7774 12202
2872 8855 694
2873 2903 11734
2873 6118 11946
2873 8810 17119
2874 3156 3429
2874 3681 471
2874 5080 4450
2874 7115 2647
2875 3988 5886
2875 6565 10516
2875 7070 11905
2875 8278 9817
2875 9280 3510
2876 6020 18071
2876 7284 2384
2876 7589 9732
2876 8510 1857
2876 9375 1653
2877 6050 6173
2877 7946 14572
2877 9633 721
2877 9837 4264
2878 3279 11483
2878 6220 8582
2878 9271 9188
2878 9985 16329
2879 5832 17322
2879 9281 6004
2880 3835 11238
2880 4064 5398
2880 7328 10116
2880 7349 8934
2880 7819 5851
2881 3524 18926
2881 8854 7065
2882 8341 11129
2883 7276 17841
2884 2981 10433
2884 7372 3423
2884 7786 11734
2884 8967 19013
2884 9027 11886
2884 9600 14296
2884 9667 496
2885 5640 6975
2885 8757 10814
2886 8160 5832
2887 4230 17135
2887 6137 19500
2887 6856 3986
2887 7715 14461
2888 5444 6911
2888 5619 13345
2888 7036 1465
2888 8044 15714
2888 8764 11308
2889 5734 8758
2889 5909 3179
2889 7833 4301
2889 8856 15474
2890 4405 14254
2891 4236 6148
2891 8504 2244
2892 6056 9565
2892 7223 8786
2892 8241 8077
2893 3792 252
2893 7066 2337
2893 8481 9953
2894 5973 10156
2894 7034 15086
2894 7306 16249
2894 8590 18427
2894 9430 1513
2895 4163 13080
2895 5124 15407
2895 7566 8049
2895 7739 12433
2896 6123 219
2896 8990 19842
2896 9982 971
2897 8151 6267
2898 5383 6346
2898 6375 18340
2898 6411 2510
2898 7103 15903
2898 7396 18847
2898 8464 19008
2899 5634 2334
2899 5728 11545
2899 6726 15754
2900 2942 1480
2900 4803 12556
2900 6303 13660
2900 7530 11866
2900 7703 18502
2901 4344 14738
2901 9158 14447
2902 4339 8112
2902 5908 13254
2902 6217 606
2902 9666 1256
2903 3847 1571
2903 4470 13246
2903 5102 11365
2903 8050 6216
2903 8235 9500
2903 9798 1502
2904 4517 2990
2904 5185 9499
2904 5370 19954
2905 4074 1890
2906 3951 9253
2906 4788 4308
2906 9101 19802
2906 9407 17655
2907 3265 19232
2907 4287 2780
2907 6232 4785
2907 7407 19460
2907 8830 4103
2909 5286 11197
2909 5951 13685
2909 6599 7714
2910 3392 3764
2910 3808 10679
2910 5912 10098
2910 6719 4715
2910 9671 17540
2911 7842 14963
2911 8092 6575
2912 3522 14385
2912 4566 4648
2912 9506 14720
2913 7914 11800
2914 4151 917
2914 7183 1290
2914 9592 15595
2914 9680 12194
2915 6532 7273
2916 3477 6381
2916 3768 9443
2916 4862 8136
2916 9517 4855
2917 5666 13266
2917 9530 11705
2918 7461 17019
2919 9721 3310
2919 9939 9552
2920 3145 18030
2920 6630 19397
2921 7928 12725
2922 6745 10544
2922 8779 18272
2922 8971 10464
2923 2962 2307
2923 8646 11445
2923 9077 15950
2924 4779 11257
2924 6078 1317
2924 7687 18941
2924 7986 1359
2925 5764 7323
2925 8152 5259
2925 8226 6435
2925 9095 18210
2926 3692 19103
2926 6056 138
2926 6185 14542
2926 6553 8620
2926 8909 6956
2927 8886 7274
2927 9666 15742
2928 3926 17102
2928 4105 5445
2928 6909 7724
2928 9687 582
2929 9068 14905
2929 9741 1977
2930 5807 1391
2930 8259 12550
2931 3058 1522
2931 6811 9460
2932 3624 5512
2932 9113 672
2932 9236 9540
2933 4116 17179
2933 6208 2023
2933 7676 15615
2933 8785 4203
2934 3482 12657
2934 7273 794
2934 8436 4991
2935 8034 18808
2935 8864 19152
2935 8956 4333
2936 3644 15070
2937 7744 6943
2937 9028 5912
2938 4125 10313
2938 8422 17234
2939 3683 13694
2939 4639 1210
2939 5367 1842
2939 5927 441
2939 6795 11141
2940 3933 15841
2940 4980 14116
2940 7196 7304
2940 9771 3000
2941 5884 7646
2941 8272 17075
2941 8979 17827
2942 3813 17804
2942 5522 10717
2942 6202 550
2943 5902 12995
2944 6902 8294
2944 9504 5293
2945 3955 14744
2945 8108 567
2946 5439 15605
2946 9782 19649
2948 4492 16539
2948 7759 15945
2948 9134 14548
2948 9271 963
2949 3286 19387
2949 5339 19652
2949 7167 14737
2949 7592 15968
2950 3503 7218
2950 4208 19444
2950 7283 9451
2950 7846 5912
2951 5515 19770
2951 9631 6936
2952 9501 5197
2953 4407 19792
2953 6185 1359
2953 7061 15615
2954 3041 10229
2954 8232 13748
2954 8359 12934
2956 7466 8110
2956 8962 8449
2956 9867 19467
2957 4749 10809
2957 5665 16311
2958 6068 10674
2958 6160 5402
2958 9004 19356
2959 3120 5555
2959 4327 2329
2959 4835 12248
2959 5272 6478
2959 9144 91
2960 3810 507
2960 5703 3111
2961 3363 592
2961 4819 9047
2962 6698 6380
2962 8868 9122
2963 3358 14733
2963 6963 4847
2963 9433 4338
2964 5357 12686
2964 5569 4854
2964 6057 15740
2965 6479 4226
2965 7410 13075
2965 8243 1497
2966 3069 10420
2966 5936 15701
2967 7808 3287
2968 6146 17695
2968 7180 110
2968 9488 16611
2969 4273 4661
2969 4391 17816
2969 6724 9175
2969 6828 6443
2970 3878 14465
2970 5895 19423
2971 5665 17119
2971 6646 11537
2971 8805 6510
2972 4554 8796
2972 7207 18968
2972 9462 224
2972 9546 6276
2973 4027 5202
2973 7274 17578
2973 7335 1685
2973 8886 7438
2973 9298 4895
2974 4860 15047
2974 7308 18445
2975 4058 14296
2975 5537 5704
2975 6781 15647
2976 4133 1312
2976 5922 19841
2976 8521 12509
2976 8732 9595
2977 5239 16296
2977 8899 4753
2978 3860 6978
2978 7554 5203
2978 8163 3479
2978 9053 12312
2979 4322 7848
2979 5072 8061
2979 6476 11593
2980 3475 15719
2980 4904 7542
2980 6054 16711
2980 7427 6649
2980 8126 13356
2981 7800 62
2981 8983 4878
2982 5982 565
2982 9968 10698
2983 2992 1985
2983 3006 19789
2983 5745 18299
2983 5884 14869
2984 3427 2415
2984 3788 9693
2984 3950 113
2984 6179 6028
2985 6651 7398
2985 9140 17888
2986 7040 14635
2987 3399 4197
2987 4037 1441
2987 5919 9380
2988 5905 15939
2988 6332 10446
2988 6586 3219
2988 8775 4076
2989 6884 16655
2989 7593 5231
2989 8827 9399
2989 9985 4906
2990 3705 2483
2990 6004 6976
2990 6271 18706
2990 8364 18095
2990 8747 15814
2990 9448 16151
2990 9617 17992
2991 8009 18945
2992 5601 12281
2992 6540 7442
2992 6631 2573
2993 5019 6853
2993 7349 12994
2993 8724 19500
2994 6336 9859
2994 6592 11783
2994 9890 14764
2995 4534 12319
2995 8013 63
2995 9239 6962
2995 9840 15803
2996 7720 16690
2996 8471 6479
2997 3139 10384
2997 8316 15611
2998 4625 4311
2998 6198 17200
2999 4476 7345
2999 7768 15664
3000 4848 2175
3000 6972 18584
3001 3627 5720
3001 3934 7253
3001 4937 17068
3001 7855 2046
3001 8840 10994
3002 3264 11892
3002 3568 14519
3002 6411 6986
3003 3937 11390
3003 5832 564
3003 9405 12646
3004 5205 15442
3004 5628 2641
3004 6433 6620
3005 3275 11433
3005 9172 10596
3006 3160 13541
3006 9993 18776
3007 8353 15634
3007 9903 19164
3007 9980 18417
3008 3790 114
3008 8321 10613
3008 9568 3942
3009 5287 9159
3009 9837 12842
3010 6644 19888
3010 6869 12403
3010 7923 4603
3011 7507 9403
3011 7581 9384
3011 8701 7095
3012 5647 13963
3012 5742 16573
3013 7787 5446
3014 8386 8616
3014 9097 2749
3014 9830 16204
3015 5552 11902
3015 6675 19145
3016 4435 2103
3016 5398 15877
3016 6786 346
3016 9502 3545
3017 4017 14716
3017 7770 8214
3017 8544 12451
3017 8996 6825
3017 9070 2578
3018 6536 6987
3018 9357 2003
3018 9532 6906
3019 4545 12716
3019 7186 14001
3019 7823 10454
3020 4770 11088
3020 5896 10652
3020 7269 15312
3020 8080 8631
3021 9922 18649
3022 4661 15629
3022 5875 9060
3022 7127 7635
3023 3324 4002
3023 6428 598
3023 9863 18859
3024 4503 11217
3024 5471 16045
3024 6736 1148
3024 9608 8273
3025 4183 16106
3025 5593 1944
3025 6341 15937
3025 8025 1747
3025 8065 17703
3026 7844 18836
3026 7861 19479
3026 7993 9522
3026 9829 14776
3027 9766 17744
3027 9945 152
3028 3209 16930
3028 4757 15568
3028 7346 15443
3029 5283 11305
3029 5551 17079
3030 5493 10608
3030 7358 16154
3031 5442 16006
3031 8861 12265
3032 3711 153
3032 3966 205
3032 7198 1430
3032 7444 5597
3033 8364 2920
3033 8470 8287
3033 9529 7391
3033 9595 2220
3034 6407 19037
3034 8413 19422
3034 8487 13755
3034 9180 12384
3035 6162 8205
3036 5551 1995
3036 6496 14898
3036 7250 1920
3036 9044 8766
3036 9934 12017
3037 4970 11445
3037 7121 6001
3038 4156 11693
3038 6460 9255
3039 7292 15258
3039 9547 17976
3040 5110 14344
3041 5828 2287
3041 9362 7320
3042 5629 9168
3042 6521 3786
3042 8912 14770
3042 9932 11221
3043 3443 9187
3043 3661 6670
3043 3709 11784
3043 3953 18762
3043 7179 18189
3044 5290 9598
3044 6594 13603
3044 9129 17660
3045 6148 12379
3045 9398 3201
3046 3171 9622
3046 7025 10888
3047 8098 6837
3047 9043 12387
3048 5385 17624
3048 9532 6288
3049 9066 10977
3050 3342 9031
3050 6269 699
3051 5692 10821
3051 9508 11436
3052 8028 19802
3052 8860 4758
3053 7879 7310
3053 9740 1934
3054 3322 258
3055 5798 14027
3055 7331 18987
3055 7554 17592
3056 3722 17511
3056 7970 3916
3056 9324 2610
3057 4880 8889
3057 9989 1290
3058 6295 4870
3058 6769 19680
3058 8865 2663
3059 5664 6381
3060 3466 1581
3060 3611 10508
3060 4712 3453
3060 7069 11755
3061 3380 11649
3061 4386 17271
3061 7195 10469
3062 3397 2915
3062 4996 7919
3062 6598 10750
3063 6466 2732
3063 7342 17110
3063 7814 11522
3063 9309 1304
3064 3822 14595
3064 4864 10680
3064 6371 8907
3065 6766 7923
3065 7098 9839
3065 7343 2842
3065 7713 9239
3065 7888 16352
3066 3391 12870
3066 6869 7087
3066 8359 4805
3067 5327 14598
3067 5715 19828
3067 5793 8170
3068 3770 16940
3068 8260 19876
3069 7326 4641
3069 7843 3522
3069 8084 9773
3069 9349 1985
3070 4039 16256
3070 4445 19325
3070 8389 12857
3070 9989 13000
3071 3660 12155
3071 8017 4881
3072 3722 4149
3073 5653 12182
3073 6321 10405
3073 6981 15451
3074 7897 9158
3074 9583 3243
3075 4609 446
3075 5217 4678
3075 5849 7724
3076 3558 5379
3076 5924 4598
3076 7340 11897
3077 3712 12474
3077 4776 5434
3077 6039 14813
3077 6808 18762
3077 9821 7134
3078 5955 399
3078 7042 6133
3078 9362 10404
3079 6013 3839
3079 7045 12837
3080 4898 7666
3080 4995 18418
3080 6193 3805
3080 6727 1718
3080 8802 4824
3081 4643 2138
3081 6444 12440
3081 7275 4666
3082 6193 11720
3082 7044 6310
3082 7397 10142
3082 8876 18084
3084 3884 19681
3084 7503 3444
3084 9839 11205
3085 3229 3817
3085 5662 11264
3085 7160 4574
3085 9110 553
3086 6882 7670
3086 8000 4237
3087 6166 7661
3087 6366 7438
3087 8332 13268
3087 8999 432
3087 9614 6534
3088 4953 13707
3088 6658 9798
3088 6970 741
3089 4108 15908
3089 4381 18118
3090 3606 4775
3090 4682 18611
3090 5187 7846
3090 9694 4853
3091 4432 14871
3091 8255 3373
3091 9198 446
3092 4399 378
3092 5469 3333
3092 8512 5561
3092 9767 3972
3093 4278 9440
3093 5516 10488
3093 8868 649
3094 3217 2395
3094 4380 19062
3094 5964 1657
3094 9306 8225
3095 6492 16945
3095 7170 6292
3095 7630 2514
3096 5894 19209
3096 6540 2456
3097 3835 3458
3097 6583 4846
3097 8377 7526
3097 9685 13730
3098 5510 18020
3098 8187 17043
3098 9562 5822
3098 9935 323
3099 3887 19877
3099 5216 12690
3099 5491 11131
3099 7900 14129
3100 8654 13479
3100 9580 1583
3101 6613 2143
3101 6701 9259
3101 7170 17212
3101 9425 15854
3102 5224 5294
3102 5628 17772
3102 9948 5376
3103 5553 352
3103 7450 2877
3103 7681 16445
3103 8573 15102
3103 9417 6991
3104 7796 10675
3104 9342 1223
3105 4210 2389
3105 8599 6392
3105 8648 6129
3106 5225 12295
3106 7070 7443
3106 7267 13513
3107 3802 10522
3107 3872 5967
3107 5819 13991
3107 7802 3307
3108 6022 15348
3108 8913 11261
3108 9787 830
3109 4022 18165
3109 4550 16371
3109 8204 16627
3110 3174 8224
3110 5767 10902
3110 8883 13112
3110 9705 6175
3111 3833 1999
3111 5289 12191
3111 8575 12467
3112 6405 15624
3112 8084 11041
3112 8117 3905
3113 6079 17113
3113 6550 16715
3113 6670 19938
3114 3683 8034
3114 4909 14762
3115 4532 6846
3115 5111 3680
3115 5795 18992
3115 6646 16338
3115 8348 7651
3116 7654 8353
3116 8533 16674
3117 8559 13346
3117 9843 15683
3118 5835 11997
3118 8832 8329
3118 8984 16867
3119 3571 10190
3119 6013 8949
3120 3416 11583
3120 8614 168
3120 8795 17136
3120 9555 9616
3121 3215 16176
3121 4981 7386
3121 7459 19614
3121 9980 14070
3122 3695 19905
3122 5601 10662
3122 6515 4186
3123 5889 15784
3123 5913 8238
3123 6376 2990
3123 8044 7591
3124 4979 6389
3124 8069 8027
3125 5322 3421
3125 9093 2573
3126 4037 1919
3126 9536 8882
3127 4099 5000
3127 8548 516
3128 7808 1152
3129 6321 16086
3129 8974 14028
3130 5397 15031
3130 7741 18265
3130 8071 19753
3130 8889 2859
3131 4563 3585
3131 6025 10172
3131 6310 19245
3131 6897 10356
3132 3309 12178
3132 3814 3388
3132 6579 5815
3132 6635 877
3133 3178 13703
3133 8174 12573
3133 8844 16730
3134 5020 13643
3134 8587 17024
3135 4687 3996
3135 9568 17684
3136 8131 13957
3136 8373 12724
3136 8871 3545
3137 5799 15623
3137 8256 2652
3138 5268 11667
3138 5668 5714
3138 6195 5635
3138 6239 5032
3139 5184 11860
3139 5596 6413
3139 5677 6472
3140 3163 15598
3140 3977 4564
3140 5668 10270
3141 4186 2802
3141 4553 15659
3141 6798 19408
3142 3242 11833
3142 4016 7639
3142 6484 18656
3143 4451 2999
3144 3714 641
3144 7575 238
3145 8923 8210
3146 5788 6243
3146 6962 7432
3146 8909 7037
3147 3720 4164
3147 4260 3448
3147 7552 1667
3147 8868 12894
3147 8878 17194
3147 9791 3249
3148 5499 7801
3148 7680 251
3149 5202 650
3149 8847 3308
3150 3395 3652
3150 5012 7379
3150 9574 16825
3151 8776 10176
3152 7709 6227
3152 8566 7744
3153 3577 8043
3153 3863 18456
3153 9131 5428
3154 5319 14207
3154 7110 19717
3155 3861 19673
3155 6496 15608
3156 9478 17558
3157 5739 18377
3157 6847 9476
3157 8092 17393
3158 6171 4617
3158 8172 15899
3158 8403 11382
3158 9834 12589
3159 5001 9843
3159 6910 9645
3159 9126 15382
3160 6299 3760
3161 4354 7054
3161 5426 1547
3161 8916 2323
3162 6554 19968
3162 8883 19086
3163 4665 15007
3163 5583 7315
3163 8274 17177
3163 9496 5520
3164 5259 565
3164 6512 18253
3164 7719 18401
3165 7726 2513
3166 4433 11516
3166 7958 9072
3167 3369 4712
3167 7183 3545
3167 9135 2482
3168 3359 7703
3168 4113 1870
3168 5704 2549
3169 8978 3411
3169 9660 5359
3170 5001 14081
3170 5980 8870
3170 7222 7937
3171 3556 15433
3171 4887 8014
3172 4747 9810
3173 4294 8801
3173 5889 4834
3173 7691 1898
3173 8547 11278
3174 3353 12017
3174 9911 3753
3175 4468 8177
3176 4989 5330
3176 6041 8296
3176 6560 2777
3176 9226 9391
3177 5028 5900
3177 6080 11374
3177 6243 15121
3177 6992 14748
3178 3316 3561
3178 3654 3907
3178 9804 5535
3179 3294 19777
3179 5247 10226
3179 6315 12124
3180 6489 5538
3180 9372 6157
3181 5405 18814
3181 6850 18990
3182 4050 13226
3182 6164 495
3182 7455 10559
3182 8956 8769
3183 4053 11720
3183 8778 16949
3184 8950 5035
3184 9643 5454
3184 9655 2830
3185 5769 8519
3185 7958 3658
3186 7947 6841
3187 3773 7290
3187 5649 3505
3187 5678 3488
3187 8043 6536
3187 8160 18478
3187 8866 16832
3187 9234 3297
3188 6569 18822
3188 9087 1908
3188 9238 3878
3189 3907 16786
3189 4789 6559
3190 3307 10265
3190 6169 12519
3190 7766 19030
3190 9514 16138
3191 7976 12534
3191 8695 18094
3191 9961 5725
3192 8283 8494
3193 5599 446
3193 8672 3096
3194 5828 5878
3194 7437 16865
3194 7849 19827
3195 3666 14439
3195 9615 1179
3196 3786 9441
3196 6565 940
3197 3556 11507
3198 9306 16733
3199 4016 18957
3199 6051 9453
3199 7502 8910
3200 3777 6152
3200 6901 19801
3201 3656 7251
3201 5614 16950
3201 8339 19812
3202 4403 10200
3202 8425 4589
3202 8964 6873
3203 5658 19995
3203 9213 17700
3204 5309 19507
3204 5678 6485
3204 7034 19537
3205 5653 19829
3205 6396 12000
3205 6657 405
3205 9162 3674
3206 4397 1166
3206 5577 754
3206 6680 5728
3207 5044 8503
3207 7229 6331
3208 4825 4461
3208 5336 10576
3208 6591 14314
3208 8531 15125
3209 7010 841
3209 8099 4699
3210 3436 7587
3210 3760 17797
3210 6216 3557
3211 6688 9632
3211 7831 4250
3211 8033 12334
3211 9030 4664
3211 9894 957
3211 9918 8371
3212 5700 16991
3212 6472 13587
3212 9598 12205
3213 4851 6116
3213 6928 14768
3213 7279 17748
3214 4011 2100
3214 4184 2020
3214 4726 6981
3214 5119 13144
3214 7370 8828
3215 7080 18614
3215 8678 17644
3216 7313 8680
3217 6222 9858
3218 3480 157
3218 5180 7021
3218 5432 17325
3218 5779 14654
3218 7312 15873
3218 7784 17137
3218 8761 836
3219 8353 16303
3219 8466 2347
3221 4998 5200
3221 5538 6807
3221 5676 7553
3221 7957 8184
3221 8189 12285
3222 7914 683
3223 4745 5948
3223 5043 2010
3223 8071 16525
3224 4809 5171
3224 5189 10740
3224 8870 19164
3225 3507 19789
3225 4530 4594
3225 4656 15666
3225 8667 2471
3225 8919 10644
3226 3279 14257
3226 9067 2336
3227 5539 19646
3227 7779 5908
3227 8480 1734
3228 5595 8070
3228 7680 323
3229 4653 15989
3229 9338 8083
3229 9348 17512
3230 7763 14235
3230 8750 3244
3232 5180 18938
3232 7032 14429
3232 8323 16754
3233 3602 5314
3233 7065 5401
3233 9232 3822
3234 3455 8287
3234 7631 5146
3235 3871 4409
3235 6900 12239
3235 8202 8412
3236 4029 11305
3236 5355 8502
3237 3653 17519
3237 4536 4420
3237 6407 8335
3237 9349 1486
3238 3986 7817
3238 7331 6969
3238 9174 16178
3239 3631 14970
3239 3852 15583
3239 5097 11541
3239 6263 2803
3240 3400 12731
3240 3732 17502
3240 5575 15118
3240 7666 6142
3240 9217 6348
3241 3970 8141
3241 7997 4685
3241 8902 16144
3242 5223 10769
3242 7745 955
3242 7764 9570
3243 3768 15871
3243 3818 19879
3244 7298 4929
3246 3488 17927
3246 3817 9125
3246 3819 11074
3246 4422 811
3248 3887 12472
3248 5601 14365
3248 6017 355
3248 6266 1928
3248 6671 1551
3248 7418 10116
3249 4663 15059
3249 8358 2133
3250 3663 2643
3250 3664 8286
3250 4910 2312
3251 6217 873
3251 7511 18339
3251 7909 18918
3252 3423 10484
3252 4504 198
3252 8887 15843
3253 4452 18030
3253 6313 18581
3253 7661 4918
3254 6246 7897
3256 8276 10364
3257 6517 17424
3257 9758 2460
3258 6287 16120
3258 6418 3891
3258 7373 3688
3258 8328 1751
3259 6163 16279
3259 7792 18316
3259 9407 4421
3260 4935 7943
3260 6934 9127
3261 5911 17071
3261 7813 5083
3262 9475 15154
3263 6365 7225
3264 4633 2854
3264 5752 10590
3264 5879 3897
3264 9220 19735
3264 9253 6625
3265 4424 5407
3265 6096 13616
3265 6813 1789
3265 7249 6722
3266 3649 15374
3266 7075 1543
3266 8165 10762
3267 5946 13627
3267 7186 19422
3267 8023 10348
3269 4052 15040
3269 7833 10292
3269 8834 9285
3269 8934 17421
3270 5511 6699
3270 9135 2579
3270 9409 19477
3271 7958 1795
3271 8208 13615
3272 4178 7781
3272 6484 6987
3272 7303 16522
3273 3475 1619
3273 5724 10253
3273 6977 13729
3273 7807 8763
3273 8257 6696
3274 3989 14188
3274 6373 6141
3275 3424 17433
3275 4387 8474
3276 5115 18875
3276 5440 15758
3277 5373 19682
3277 5403 19635
3277 5602 3759
3277 5880 6622
3278 3842 10901
3278 8988 5836
3278 9305 10625
3278 9483 11355
3279 6001 11898
3279 6750 15366
3280 3653 12544
3281 5524 18139
3281 5821 3984
3281 7216 9043
3281 9446 12874
3282 3650 342
3282 4034 19916
3282 8085 12050
3282 9442 3843
3283 5049 16187
3283 6947 15158
3284 6816 1350
3284 8656 3025
3285 5565 934
3286 3606 839
3287 4865 16722
3287 5131 14504
3287 8897 10631
3288 8458 15062
3289 3413 9824
3289 5999 14493
3290 5091 17418
3290 5399 11540
3290 8778 2741
3291 4541 9861
3291 5438 11621
3292 4556 19605
3292 6865 11817
3292 7053 14345
3292 9102 16618
3293 7237 3257
3293 9098 1506
3293 9810 17739
3293 9858 8450
3294 3716 5346
3294 4535 6268
3294 5611 1943
3294 6227 5500
3295 3612 17204
3296 6372 5302
3296 8624 4652
3296 9775 9030
3296 9967 5587
3297 4073 11298
3297 4169 10773
3297 7549 1623
3298 9231 14673
3299 4904 8563
3299 5993 1763
3299 6629 12655
3300 3941 16052
3300 6421 302
3300 7165 13782
3300 7205 12084
3301 7324 9173
3301 7827 763
3302 7746 1929
3302 8735 4197
3303 3826 5491
3304 3434 2001
3304 4135 17831
3305 6318 6891
3305 7286 9504
3305 8663 8025
3305 9737 11650
3306 5076 12930
3306 5698 9183
3306 5914 350
3307 3325 11086
3307 5191 2924
3308 5676 15530
3308 6325 6116
3308 6801 1695
3309 3647 7109
3309 4302 2442
3309 4914 13392
3310 5372 16177
3310 5868 17499
3310 7944 12458
3311 7456 19053
3311 8415 545
3311 8579 19054
3312 4920 10238
3312 5905 3806
3313 5253 8402
3313 6368 3361
3313 9433 4177
3314 4411 9450
3314 5153 12861
3314 6538 8165
3314 9612 3667
3315 3676 19508
3315 5679 13414
3315 6511 19458
3315 6762 8102
3315 6858 19907
3315 7911 2311
3316 8162 5459
3316 9002 6782
3317 4746 8829
3317 6183 8167
3318 3776 10860
3318 8579 2074
3319 4157 2797
3319 6148 16225
3319 7351 6053
3319 7373 15377
3319 8684 6232
3320 4749 11231
3320 7830 3155
3321 5958 8551
3321 7310 13974
3321 8881 3690
3322 6593 6509
3323 8416 17576
3324 3544 7178
3324 4887 17293
3324 6789 19534
3325 7867 2107
3325 8500 15301
3326 7372 4701
3326 9672 2091
3327 5019 1699
3327 6800 14451
3327 9480 10030
3328 4612 1151
3328 6481 18801
3328 8535 14200
3329 4935 14637
3329 8869 5020
3330 4200 17088
3330 5364 18316
3330 5419 640
3330 6526 18669
3330 8017 17475
3330 8317 19988
3330 8819 9453
3330 9039 19778
3331 7193 2803
3331 8929 17588
3331 9049 12103
3331 9684 10672
3331 9864 8675
3332 6356 18821
3332 7167 4700
3333 6038 2554
3333 8102 11825
3333 9471 8332
3334 6563 8221
3335 5149 16019
3335 5826 6708
3335 6442 7365
3335 7313 18448
3336 3947 2047
3337 6113 9428
3337 7637 385
3338 3654 187
3338 5704 15433
3338 7513 5973
3338 8772 3582
3339 4087 5552
3339 5403 11258
3339 7456 4365
3339 9860 11274
3340 5621 13587
3340 6449 4386
3341 3570 9436
3341 6353 15330
3341 8494 19811
3341 8901 6210
3342 4530 6535
3342 5220 342
3342 6768 16913
3342 8524 16994
3342 9010 14286
3342 9594 5352
3343 4575 16531
3343 7003 4058
3344 3627 13543
3344 7795 18620
3344 9533 13574
3345 3938 16285
3345 4532 8910
3346 3492 14546
3346 6736 2683
3346 8087 6097
3347 6572 11538
3347 7571 14073
3347 8026 13437
3347 8111 18305
3347 8612 13379
3347 9708 18344
3348 7456 18027
3349 5079 15664
3349 5791 19616
3350 6806 13655
3350 7485 9837
3350 8696 2376
3350 9089 12326
3350 9596 15640
3351 5252 148
3352 3396 3783
3352 3653 3823
3352 3921 3542
3352 4234 5495
3353 9356 11185
3354 5971 10073
3354 6211 4440
3355 5406 7999
3355 8024 15762
3357 3845 18326
3357 7616 7007
3358 4045 9434
3358 4115 6320
3358 4183 15319
3358 6088 11135
3358 9627 11742
3359 4267 19649
3359 8397 4517
3359 8468 8146
3360 4743 6285
3361 3424 2431
3361 3760 12672
3361 5244 717
3362 4244 12332
3362 4262 4274
3362 4297 19993
3362 5094 14033
3362 5634 18999
3362 7786 19905
3363 5754 14015
3363 5916 14075
3363 6744 16199
3364 7596 15757
3364 9378 13459
3365 7304 2619
3365 7365 16836
3367 5147 15717
3367 5342 11857
3367 8562 10900
3367 9308 13675
3367 9997 12982
3368 4079 10238
3368 9677 8661
3369 3582 19098
3369 4053 5269
3370 5736 17674
3370 8133 2696
3370 9551 4023
3370 9670 1922
3371 7986 16097
3372 4117 8094
3372 7801 5223
3372 9503 1620
3373 3413 7771
3373 4112 19989
3373 8766 9106
3373 8939 549
3373 9544 12046
3373 9902 18874
3374 4912 13613
3375 6903 5286
3375 7092 19019
3375 7338 10397
3376 3512 4415
3376 4149 13463
3376 7466 3695
3376 7489 17587
3376 8235 2398
3377 6961 13417
3377 7674 18280
3377 8271 1147
3378 3682 12825
3378 4520 12179
3378 4955 19713
3378 6602 13541
3379 6839 14866
3379 7096 19110
3380 5318 8525
3380 7612 345
3381 4037 12399
3381 4482 12563
3381 5709 10931
3381 6230 11806
3382 8876 459
3382 9617 13462
3383 6524 9047
3383 7149 17431
3383 7380 9370
3383 8117 8099
3383 8422 2994
3384 6433 4889
3384 7946 17511
3384 8060 9814
3384 9011 18902
3385 3535 4699
3385 4051 15216
3385 4380 9040
3386 3938 17342
3386 5288 1503
3386 6949 14418
3386 8598 17516
3387 3636 9807
3387 4168 13029
3387 4947 15320
3388 4506 5506
3388 8949 13249
3389 3508 2186
3389 4448 2486
3389 7818 225
3389 9665 9690
3390 5154 7588
3390 9781 4336
3391 9352 19332
3392 5881 10393
3393 5335 11244
3393 6437 12515
3393 8905 14115
3394 4061 13623
3394 6104 1170
3394 7638 11657
3394 9807 18020
3395 8375 5217
3397 4785 13237
3397 4900 18761
3397 5813 10201
3397 6491 9441
3398 3493 7119
3398 7067 12224
3398 7609 1565
3398 8001 5480
3399 4285 7102
3399 6069 15691
3399 6211 16723
3399 7402 14203
3400 3537 7582
3400 4510 19461
3400 5253 18328
3401 3878 2028
3401 3964 6596
3401 6851 2396
3401 8100 12073
3402 6972 966
3403 6360 15736
3404 5757 8479
3404 8430 3361
3405 3754 12121
3405 7940 2190
3405 8875 12693
3405 9445 2643
3406 4260 10660
3406 4395 1366
3407 5613 2969
3407 6742 2703
3407 7208 14373
3407 8834 14132
3408 3813 369
3408 4821 4446
3408 7392 10467
3409 4602 12842
3409 7943 7181
3410 5460 18400
3410 9378 777
3410 9908 6933
3411 3773 10193
3411 5624 7846
3411 6781 19731
3411 7355 12256
3412 4035 86
3412 9019 2111
3412 9219 7453
3413 3618 19674
3413 5694 9848
3413 6245 10201
3414 3829 2015
3414 5139 19812
3414 7235 11219
3414 7687 3130
3415 8542 9263
3415 9148 8409
3415 9916 10216
3416 6551 9127
3416 6801 11016
3417 7137 12593
3417 7200 2034
3417 7435 19092
3418 4570 460
3418 9782 6365
3419 3646 10604
3419 8506 13631
3419 8984 2744
3419 9977 5909
3420 4464 1739
3420 9899 15017
3421 7333 4579
3422 4100 5920
3422 6136 8472
3422 9022 10536
3423 4723 10186
3423 5746 3437
3423 7418 4269
3423 8921 9020
3424 4283 14061
3424 7246 11037
3424 9399 3500
3425 7838 5534
3425 8766 14136
3426 3783 18459
3426 4376 12272
3426 6583 14833
3426 6919 10761
3427 3764 9555
3427 5932 7789
3427 9701 6946
3428 8151 13180
