10000 19999
2850 7767 -16265
2851 5150 17354
2851 7961 5538
2852 3511 -17195
2852 5406 11195
2852 7555 10985
2852 7713 3302
2852 9488 15029
2853 4123 15066
2854 3140 7217
2854 3142 7210
2854 3990 -9655
2854 6649 11250
2855 4967 -15706
2855 7045 -12995
2856 9280 -10641
2857 5240 -14354
2857 7365 -16925
2857 9006 -3946
2858 5450 7900
2858 8221 6295
2858 9733 9759
2859 7976 2913
2859 9679 -9927
2859 9737 -11695
2860 3327 -6128
2860 5959 4959
2860 6683 -2460
2860 8410 3369
2860 8679 5468
2860 8792 12001
2860 8946 -14351
2861 4376 -13930
2861 5854 -10977
2861 7017 -10311
2862 6137 -19353
2862 9908 -909
2863 4668 -17820
2863 6044 -5187
2863 7607 12415
2864 3568 -10366
2864 9720 -17302
2865 3414 -9843
2865 5862 -5916
2865 8545 8361
2866 4378 2589
2866 6326 -12143
2866 8522 1100
2867 3540 -14290
2867 5281 -17269
2867 6238 -18845
2868 3061 10675
2868 3953 -13576
2868 8058 -8799
2869 4371 4287
2869 5855 10518
2869 9071 7259
2871 3012 19982
2871 3201 13001
2871 6491 16928
2871 9076 -13219
2872 3794 -17521
2872 5272 -15782
2872 8852 18249
2873 4273 -18012
2873 6900 16176
2873 9475 6071
2874 3823 -19037
2874 6617 -6948
2874 7058 -9116
2874 9472 -19319
2875 7908 -10984
2875 8591 15571
2876 3202 17448
2876 3739 3099
2876 7301 -17331
2876 8273 17671
2877 3365 -13607
2877 4303 13814
2877 6021 4118
2877 7393 -13591
2878 3874 -11124
2878 5030 -15249
2878 6237 18335
2878 9431 -586
2879 6920 13098
2879 9724 -18078
2880 5093 -969
2880 5604 -14511
2880 5853 14359
2881 4370 -1526
2881 5857 -8613
2881 7247 -9981
2881 8890 17126
2881 9009 9566
2882 3671 12007
2882 5501 -15262
2882 6557 19071
2882 9295 19268
2883 4392 223
2883 6267 11498
2883 7391 18509
2884 4737 2986
2884 6352 144
2884 9248 -13721
2885 3250 12133
2885 5571 -11108
2885 8054 -14509
2885 8103 7224
2886 2896 6269
2886 5736 12827
2887 7022 3370
2887 7226 -4711
2887 9105 -4026
2888 6846 16208
2889 4079 5577
2889 6297 15053
2890 7249 5889
2890 9298 -12195
2891 4121 -2163
2892 3301 -19089
2893 2983 -34
2893 4185 8226
2893 8467 18173
2894 2938 -11791
2894 5493 2856
2894 7975 11550
2894 9611 4191
2895 4484 2181
2895 6686 -5649
2896 8975 -1497
2897 3183 11487
2897 7360 10715
2897 9177 -15763
2897 9263 60
2897 9709 -12543
2898 8726 7972
2899 4681 5473
2899 5789 8685
2899 6070 -11057
2899 8195 -16385
2900 3564 -835
2900 5919 -16906
2900 7530 -12820
2900 9963 18130
2901 9053 14438
2902 7488 -17445
2903 3541 4934
2903 5040 -16290
2903 8798 -17970
2903 9356 -7832
2904 6108 -3307
2904 6290 -17582
2904 7249 -11358
2905 8746 -16587
2906 3206 -7688
2906 5563 -14004
2906 6803 -18729
2906 8811 -2467
2906 9754 11635
2907 3213 14860
2907 5064 -14373
2907 5579 -6674
2908 6282 2472
2908 8388 -1980
2908 8888 -768
2908 9028 -14529
2909 3636 3517
2909 5311 -553
2909 5513 3593
2909 6264 -9628
2909 8733 -8034
2909 9149 6998
2910 4931 12756
2910 6343 -7602
2911 4573 15678
2911 5590 15615
2911 6222 -4289
2911 6591 16386
2911 7064 251
2911 7723 5100
2911 7776 8932
2912 5394 -18829
2912 6048 -18232
2912 7889 4689
2913 5501 -13010
2913 7326 5563
2913 8334 -5333
2914 3577 7999
2914 7042 10501
2914 8663 -13981
2915 4046 2260
2915 7752 -18034
2916 5212 6663
2917 5580 11705
2917 9363 14415
2917 9953 -11321
2918 3425 10594
2918 3509 4810
2918 5267 13558
2918 7045 8885
2919 4239 13291
2919 6522 -12209
2920 5127 7282
2920 5229 17538
2920 7541 -8374
2920 9754 2211
2921 3194 16271
2921 3701 -11445
2921 9359 4227
2922 5479 9568
2923 4581 917
2923 8142 -2558
2923 9941 -13234
2924 4190 -8247
2924 7281 7229
2924 7883 4727
2924 9127 4898
2925 5037 6026
2925 5810 -6429
2925 9602 -1748
2926 8537 -1572
2927 6852 2344
2927 6970 -2681
2927 9163 14416
2928 5708 7872
2928 5711 -5054
2928 7138 -1127
2929 4058 19455
2929 4297 11821
2929 6639 18391
2929 8717 -7825
2930 7021 -1794
2930 7923 -425
2931 3497 17030
2932 4177 -13046
2932 5058 8130
2932 5821 -2610
2932 8494 -6624
2933 5321 -2470
2933 5988 17124
2933 7304 19215
2933 9014 -13780
2934 5744 -8646
2934 7347 4632
2934 9740 9543
2935 3189 5344
2936 6660 -10129
2936 9918 14732
2938 3326 12392
2938 6245 8459
2938 9831 -17245
2939 3780 12157
2939 7007 14146
2940 3944 5234
2941 9485 1905
2941 9488 -4411
2941 9909 -17859
2942 8492 9863
2942 9015 6146
2943 8320 -9749
2943 8613 1378
2943 9166 12411
2944 5174 2509
2944 5427 17742
2944 7128 -15218
2945 3117 -4828
2945 4794 355
2945 7394 13245
2945 9301 10361
2945 9665 15466
2946 3761 10996
2947 3733 7456
2947 5564 -10562
2947 6207 18331
2948 4746 16394
2948 5308 -3729
2948 6401 -16743
2948 7565 -15549
2949 4088 -19099
2949 6872 18845
2949 9219 14262
2950 3331 -13124
2950 3492 -15739
2950 5936 2737
2950 6299 2412
2950 7676 -15184
2951 3009 7461
2951 3205 3178
2951 3295 -11256
2951 3420 -3640
2951 4682 -12872
2951 8583 12152
2952 4149 -7008
2952 5504 1784
2953 3132 -9569
2953 6630 -97
2954 3514 2329
2954 7651 -983
2954 9005 17146
2955 3505 -14968
2955 5732 544
2955 6053 540
2955 6429 -18836
2956 7375 -13407
2956 8358 -11337
2957 6284 -6130
2957 7173 2618
2958 4994 4850
2958 7268 -11391
2959 3185 -15306
2959 7717 9183
2959 7722 4064
2959 8731 13855
2959 9409 14095
2960 3395 15697
2960 4712 -19168
2960 5176 -3779
2960 6232 4268
2961 4657 2645
2961 7134 -9138
2961 9732 13826
2961 9955 5017
2962 9263 -13629
2963 3744 17569
2963 7470 -4758
2965 4654 3888
2965 5218 -10630
2965 7318 16742
2965 8684 6329
2966 6787 19674
2966 8416 6105
2967 4718 14365
2968 3756 -10859
2968 4645 12954
2968 8976 -17356
2969 4144 1903
2969 4604 13529
2969 4799 8449
2969 5938 18844
2970 9611 8949
2971 4567 13934
2971 6773 -18956
2971 7259 -11552
2972 5154 5732
2972 7551 9552
2972 9470 6680
2973 4229 10357
2973 8177 11012
2974 4812 8948
2974 7652 -8717
2974 9325 -11233
2975 4384 -12109
2975 7093 2563
2976 7880 8990
2977 4930 16606
2977 6059 -18592
2977 9350 12207
2978 4643 14139
2978 8639 -16072
2979 7403 -19416
2979 8431 -1016
2980 3189 814
2980 4452 16198
2980 7316 -14729
2981 3664 -941
2981 3923 -12184
2981 8736 -16413
2982 3065 -11767
2982 4185 19475
2982 6908 1699
2983 5710 -2465
2983 7813 -3503
2984 5347 1546
2984 5616 9861
2985 5059 -7039
2985 5651 -2832
2986 4501 11290
2986 5994 3546
2987 6795 -11464
2987 7070 5592
2987 9718 17154
2988 5036 -8017
2988 5100 -13876
2988 7782 19811
2988 9175 -13122
2989 5845 5356
2990 3335 -3486
2990 5587 13298
2991 4585 15766
2991 6698 -8490
2991 9492 -9781
2992 6113 1470
2992 8057 -17094
2992 8237 4799
2992 9487 -1388
2993 3095 14955
2993 5048 -18995
2993 5299 -15545
2993 6184 -10306
2993 7235 -4333
2994 4727 -9655
2994 5658 -1718
2994 8019 16126
2995 5171 19042
2995 5231 -11198
2995 5720 -19850
2995 8193 -19946
2996 3192 -1115
2996 3693 344
2996 4065 12204
2996 9731 1387
2997 4217 -5530
2997 6467 -1799
2997 7323 1731
2998 3216 -11581
2998 5346 -14764
2998 6605 9257
2998 6676 -6916
2998 7919 19802
2999 4450 7103
2999 8117 12794
2999 9825 -4453
3000 4551 12737
3000 6538 -19853
3001 8180 10387
3002 4127 -429
3002 6127 -5098
3003 9024 5580
3003 9289 -9153
3003 9749 9172
3004 4150 -5926
3004 4220 -11217
3004 4665 -2820
3004 6760 16167
3004 6912 -15287
3004 8451 -1153
3005 4713 16772
3006 7623 12741
3006 9777 -15152
3007 3134 13126
3007 9555 -8283
3008 6269 17882
3008 6575 16067
3009 8229 -10432
3009 9827 2185
3010 4172 -4003
3010 7412 -7443
3010 7458 4661
3011 4825 15106
3011 8136 15170
3011 9771 -5917
3012 3219 8727
3012 4593 -10743
3012 5009 14010
3013 4845 4770
3013 6018 -2744
3013 6133 2778
3013 6882 -926
3013 7798 -19357
3013 9240 18930
3014 3272 6846
3014 5821 -4575
3014 7955 -17154
3015 5282 -14694
3015 6093 1439
3015 9226 -5371
3016 5874 -15617
3016 6807 13102
3016 9154 15289
3016 9432 12069
3017 4082 -6429
3017 4375 -10321
3017 6083 4578
3017 9875 -11832
3018 4736 18796
3018 8029 3197
3019 9362 -19882
3020 3798 -12874
3020 4017 4815
3020 7142 -4919
3021 7122 2760
3021 7172 -8915
3021 9735 -906
3022 5134 14876
3022 5280 -1182
3022 8932 -13206
3022 9275 -18523
3022 9526 -10942
3022 9957 10705
3023 4874 9844
3023 8242 6088
3024 3574 -5382
3024 8199 4375
3025 3239 -16669
3025 3261 7585
3025 4197 -13726
3025 7441 -6849
3026 3404 -6110
3026 3756 -8868
3026 3866 18602
3026 6475 -1603
3026 9054 13506
3026 9694 8367
3027 5151 14490
3027 8194 -982
3028 5295 19945
3028 5887 -1522
3028 8935 13653
3029 4147 15149
3029 6365 -4626
3029 7110 -18922
3029 8007 -15390
3029 8921 -147
3030 3385 18502
3030 5721 -10485
3030 8168 9128
3030 9290 -15619
3031 6578 -3453
3033 4472 14197
3033 5682 16142
3033 6225 -14008
3034 4791 -16702
3035 3434 13608
3035 5538 15964
3037 6924 -14723
3037 9128 13823
3038 8152 -9412
3038 9552 1707
3039 4065 18418
3039 6975 -8511
3039 9655 18124
3040 4041 1040
3040 4778 -7147
3040 4835 8521
3040 7199 -3093
3040 9317 1295
3041 3298 -16436
3041 4461 8078
3041 8858 6953
3041 9299 3544
3042 4941 -1961
3042 6061 18016
3042 6516 12669
3043 5825 10133
3043 8426 -15645
3043 9128 -17035
3044 6484 -9814
3044 7169 5049
3044 9596 5206
3045 4162 9865
3045 4173 -9099
3045 6427 17362
3046 3697 -3714
3046 5073 19653
3047 4094 3181
3048 3246 2226
3049 5872 17108
3050 6497 -17281
3050 6760 4107
3050 6938 -14707
3050 8293 13294
3050 9526 -8791
3050 9643 -15748
3051 3867 -2615
3051 8415 -16097
3052 3619 18913
3052 7236 -18137
3052 9832 -12525
3053 5850 15197
3054 6560 -16425
3054 9444 -6511
3055 6940 -10057
3056 5346 4598
3056 7073 13069
3056 9044 -13241
3056 9857 11175
3057 6440 -11086
3057 6795 10434
3057 8994 -83
3058 8044 -9124
3059 5458 -600
3059 6691 -6312
3059 7357 16799
3059 9341 11880
3059 9802 16168
3060 7786 -15564
3061 8024 14201
3063 3971 5298
3063 4318 -12603
3063 5138 15265
3063 5281 4725
3063 7478 7253
3063 8388 14967
3063 8824 18638
3064 5392 -12079
3064 5525 -1924
3064 9548 -15154
3065 4844 -15048
3066 5147 13312
3066 6702 -13508
3066 6919 -302
3066 7681 -17394
3067 6217 12606
3067 8766 8957
3068 6553 -14915
3068 9016 13165
3069 4098 3652
3069 4878 807
3069 8056 -12117
3070 4122 -2616
3070 6814 -874
3070 8632 -18971
3071 5400 13914
3071 8241 16329
3072 3341 -13393
3072 4286 -6212
3072 6937 -2782
3072 8874 -4555
3073 3426 4740
3073 4553 8403
3073 6459 11850
3073 6461 2166
3073 6841 3880
3073 7315 718
3073 8916 -12170
3074 4072 -17043
3074 5641 -3378
3074 7526 18361
3074 8695 -12247
3075 4988 -15258
3075 5134 -18692
3075 8165 18497
3075 8550 -6351
3075 9292 1456
3075 9493 -14206
3076 4483 -7424
3077 3376 -18689
3077 3497 -18173
3077 4922 1758
3078 3741 16385
3078 4572 -1917
3078 7912 -7965
3078 9762 12867
3079 4069 3864
3079 8071 17957
3079 8708 14506
3080 6504 8350
3080 6866 7734
3081 3319 6499
3081 5042 -5200
3083 5089 -3031
3083 9699 19618
3084 4187 -6171
3084 8406 -16143
3085 4791 10736
3085 4872 -14057
3085 7013 -10476
3085 8432 15004
3086 9272 12093
3087 5505 -3547
3088 6558 -19343
3088 8061 10576
3088 9321 -19010
3088 9561 8001
3088 9631 9806
3089 4643 -15985
3089 6120 10081
3089 7940 -1891
3090 3151 -18030
3090 4023 -10147
3090 7364 43
3091 4177 12596
3092 3941 -2088
3092 6130 -17783
3092 8891 13211
3093 3477 -2398
3093 4339 -19565
3093 5362 -1989
3093 5781 15415
3093 6788 7419
3094 4205 5400
3094 4533 -15867
3094 6098 14594
3094 6123 -4194
3095 3775 -3693
3095 4764 10162
3095 9492 -8127
3096 3737 11513
3097 3950 1224
3097 4395 -15193
3098 7388 -19189
3098 7601 783
3098 9343 8492
3099 6096 1409
3099 7762 -18677
3099 8060 6956
3100 3629 -5743
3100 3979 -4611
3100 5766 2484
3101 6852 11767
3101 7716 -19079
3101 8643 12075
3101 9006 -11842
3102 8983 -2666
3103 4865 -5194
3103 5222 -520
3104 4959 13713
3104 5337 -16303
3104 5972 11095
3104 6862 12751
3105 4006 2557
3105 5654 -18748
3105 9121 -16458
3106 4207 -15243
3106 6334 10604
3106 9651 -12941
3107 3499 -1902
3107 5330 5102
3108 6117 16232
3109 5293 3838
3109 7104 -19383
3109 9087 6535
3110 5429 6130
3110 6332 -7473
3110 6876 -17136
3111 7907 -5184
3111 8513 -6678
3112 3779 -19357
3112 5894 -9732
3112 8846 2259
3113 3229 -3892
3113 8055 -14102
3113 9150 4210
3113 9362 18874
3114 3793 -3759
3114 7284 1258
3114 8656 -5334
3115 3660 17904
3115 3925 -15941
3116 8194 9787
3116 9338 -620
3116 9381 -1800
3117 4790 -5175
3117 6729 2793
3117 8810 -17471
3118 4922 5651
3118 5049 6681
3118 7117 10041
3118 9777 -2392
3119 4305 -6323
3119 9999 19335
3120 7550 -11415
3120 7998 -9913
3120 8175 -4313
3120 8328 -7397
3121 6511 13446
3121 7117 -12326
3121 8742 -16261
3121 8791 19702
3122 6335 2503
3122 8224 10112
3123 3223 -12561
3123 4168 18250
3123 6031 -6101
3123 7722 4078
3124 3947 -6732
3124 9374 13206
3124 9401 -16247
3125 6223 9046
3126 3308 -13075
3126 3982 9613
3126 8865 -17130
3127 5168 -1031
3127 7612 7401
3128 6867 18222
3128 9559 -814
3128 9738 18418
3129 4189 18217
3129 6824 -11851
3130 3142 19943
3130 5374 17984
3130 8611 1571
3130 9514 18209
3131 3190 -18815
3131 3786 19641
3131 5525 19319
3131 6045 9844
3131 7137 -7284
3132 3856 13164
3132 5614 15730
3132 8592 18411
3133 7020 -19938
3134 6237 -19185
3135 9374 1244
3135 9852 -19840
3136 8214 -19944
3137 4294 -3918
3137 8392 -5272
3138 5715 -17607
3138 7098 -17341
3138 8002 -17025
3138 8309 -1680
3139 3278 4976
3139 3560 -225
3139 3834 -17191
3139 8791 -19189
3140 3506 -5031
3140 5974 -10805
3140 8616 -15783
3141 8750 -7579
3142 3680 7280
3142 5851 -5538
3143 4582 -13334
3143 6510 9283
3144 5137 15152
3144 5193 14817
3144 6993 -7546
3145 4483 -13387
3145 4706 -961
3146 3661 -12600
3146 4056 -13340
3146 8575 17761
3147 4734 -6212
3147 7266 19893
3147 9357 6655
3148 3995 -5650
3149 3316 -12458
3149 7686 -330
3149 7699 -10982
3150 3554 5085
3150 6764 -7704
3150 9649 3683
3151 4148 12334
3151 4331 -7810
3151 8230 -9370
3152 3381 932
3152 5092 -1779
3152 6681 13642
3152 7459 -11453
3153 5698 -17125
3154 5537 -6182
3154 5789 -8418
3154 9341 -3189
3154 9564 6124
3155 6524 9144
3155 7658 7421
3156 4885 -8705
3156 8957 19754
3156 9428 -2808
3157 3350 13422
3157 8131 3948
3158 7575 9361
3158 8527 10874
3159 9607 19412
3160 4863 -19126
3161 3226 8358
3161 3933 -1101
3161 9122 17764
3162 3199 6229
3162 5144 19003
3162 6184 4879
3162 6188 -4911
3162 7329 -11736
3163 6534 -9339
3163 8188 -19939
3164 4971 10451
3164 5350 -10431
3164 5817 -19162
3164 7916 19700
3164 8380 15105
3165 3315 -18435
3165 5030 -9954
3165 6649 19357
3165 6990 4621
3165 9191 -2718
3165 9879 -15468
3166 3204 12547
3166 6979 5266
3166 9616 -4807
3167 4559 6935
3167 7668 7182
3168 3828 14533
3168 3940 -15155
3168 4774 -6644
3168 7957 19306
3169 6612 19615
3169 7528 -5388
3169 9143 98
3169 9948 -17163
3171 3769 -2734
3171 9336 9499
3172 3314 -15355
3172 6873 -14618
3173 4134 -10781
3173 9693 -17080
3173 9744 -13929
3174 4258 8973
3174 4976 341
3174 5149 6363
3174 9124 18096
3175 3392 11810
3175 4582 -8976
3177 3948 5192
3177 4837 7153
3177 6962 9614
3177 7166 17807
3177 9668 6477
3178 5968 11132
3179 3706 -10774
3179 5184 -3350
3179 8336 -14618
3179 8781 708
3179 8814 -10564
3180 4593 1422
3180 6005 -6560
3180 8277 19879
3182 3499 1392
3182 3699 14869
3182 6588 -19513
3182 7130 7231
3183 3526 5315
3183 5354 18873
3184 3726 2929
3184 9272 -14745
3185 4225 9670
3186 7836 -6573
3186 8677 -15096
3187 3268 -9509
3187 3436 13950
3188 4259 16183
3188 4816 14077
3188 7335 15654
3189 6154 963
3190 4227 -17447
3191 5459 -5937
3191 5622 -2995
3191 9438 1683
3192 3514 -3384
3192 8691 3725
3193 6947 9045
3193 8790 8986
3194 5809 -8499
3194 8543 -2347
3195 3809 1135
3195 5694 17626
3196 5797 12339
3196 6063 12660
3196 8021 10339
3197 3268 10845
3197 5547 -11715
3197 9251 -195
3198 8877 -6920
3199 6625 3831
3200 3569 -9000
3200 4473 -13160
3200 6631 -14559
3200 6734 -13935
3201 8175 -8985
3201 8526 -8553
3202 4693 10804
3202 6303 -14329
3202 7769 10925
3202 9208 15595
3203 3985 18063
3203 5241 -7495
3203 6117 -19550
3203 6665 -12403
3203 9665 5363
3204 6328 -1260
3204 7164 -2558
3204 9651 -18047
3205 7666 19194
3205 8434 2100
3206 4111 15531
3206 7334 8202
3206 7660 17480
3207 4591 -11038
3207 9655 6088
3208 5638 14807
3208 8279 -11762
3209 6193 346
3209 7630 -7974
3209 8089 14096
3209 8603 6337
3210 3379 16115
3210 7207 -14064
3210 9942 11680
3211 3459 -19294
3211 4173 -14984
3211 9951 -5734
3212 3452 5779
3212 9255 5083
3213 4215 -19293
3213 5628 -12932
3213 6824 -13658
3213 7626 8726
3214 4747 -8022
3214 8126 -5305
3214 8560 -382
3215 3608 1317
3215 5593 -987
3216 6038 -13662
3216 7249 2673
3216 8077 -582
3217 9479 -7167
3218 4520 -18573
3218 5544 12610
3218 8915 -2854
3218 9398 -18210
3219 4274 -959
3219 7538 -1029
3219 8093 13520
3219 8482 -5831
3220 3355 12085
3220 7743 -17174
3221 3993 -11472
3221 4026 5245
3221 4973 19124
3221 5006 -2818
3221 6494 -15293
3221 7458 13620
3221 9184 -1431
3222 4794 -8236
3222 7508 -6538
3222 9410 12273
3223 9251 -15586
3224 6973 -710
3224 7783 -18554
3224 9164 9322
3225 3874 -6874
3225 3894 14948
3225 4646 -19306
3225 6794 -1244
3225 9314 13959
3226 7618 2245
3227 7226 -12176
3227 8390 -6093
3228 3353 3422
3228 4350 -4016
3228 4506 11126
3228 5962 4471
3229 9063 16702
3230 8185 12140
3230 9408 -12044
3230 9475 -14874
3231 5709 6445
3231 5849 -2200
3232 3499 19258
3232 8278 19495
3233 5414 -14052
3233 6684 5630
3233 7022 7312
3234 5035 12369
3234 7685 -7197
3235 4405 1338
3235 8097 -8680
3235 8729 -5268
3236 3335 -19067
3236 3635 -10636
3236 4909 -5322
3236 8308 -14932
3236 8670 -16616
3236 9447 -11087
3236 9518 513
3237 6095 19544
3237 6671 -15227
3237 8629 339
3237 9123 -18111
3237 9988 3067
3238 3376 1464
3238 5915 5929
3239 6534 -16262
3239 8839 -18601
3240 4501 14333
3240 9731 9898
3241 6224 9501
3241 6240 8936
3241 7901 -13343
3241 8685 7495
3242 5244 11865
3242 5322 -13561
3242 8802 -1725
3242 9304 7110
3243 3777 16681
3243 4264 -5069
3243 6723 7691
3243 7997 2507
3244 6543 -3514
3244 8289 -7072
3244 9931 10344
3245 5051 -9887
3245 8559 -6244
3245 9938 -15484
3246 4889 -10077
3246 7804 11302
3246 7876 -10173
3246 9124 -1653
3247 3450 8131
3247 7937 7974
3248 4179 6264
3248 5092 12664
3248 6614 -7591
3248 7835 -6533
3249 4290 16267
3249 6605 5399
3250 7787 -5971
3250 8533 -10595
3250 9237 -12259
3251 6078 3726
3251 7440 -6148
3251 7933 17705
3251 8734 -9922
3252 4732 -6800
3252 8245 -19819
3253 4285 -18643
3253 7679 -11550
3254 3750 7609
3254 4114 -6760
3254 5685 -9037
3254 5759 -4999
3255 5205 15200
3256 4358 -10075
3256 8096 -9973
3257 5256 -15884
3257 5274 3497
3257 9370 12205
3258 5032 -10037
3258 6051 10529
3258 8177 18573
3258 8786 12889
3259 5574 4110
3259 6218 -18905
3259 6603 18168
3259 7134 -14191
3260 3871 -1615
3260 7827 -3939
3261 3528 -4006
3261 5345 7783
3261 7706 1000
3262 4974 -11423
3262 5757 -18548
3263 4608 -16143
3263 5380 10139
3263 8153 10541
3263 8605 8143
3264 7088 -17941
3264 7202 -6991
3264 7263 12247
3265 3676 -10342
3265 3906 -2713
3265 8538 19327
3266 7610 19334
3266 8801 9699
3266 9051 12804
3267 7720 2892
3267 8036 -9840
3268 4085 -589
3268 4606 -12973
3268 7420 15512
3269 4410 -14979
3269 7304 -18371
3269 9906 -16124
3269 9951 -9424
3270 6327 14606
3270 8016 -13175
3270 9117 -212
3270 9275 13018
3271 4848 -17865
3271 7011 14601
3272 3701 -9336
3272 4512 -5988
3272 5282 -12077
3273 8630 -7769
3274 3934 12285
3274 5745 -7913
3274 9017 -17658
3275 3608 3532
3275 4320 13391
3276 5907 7081
3276 8215 -10059
3277 5499 -12602
3277 8859 -6373
3278 6295 -11348
3278 8508 1630
3279 8538 4719
3279 9555 14970
3280 3406 -14643
3280 4311 -161
3280 4839 11352
3280 8397 -15941
3281 6985 -6121
3281 9993 -820
3282 6516 -7216
3282 9388 -19323
3283 6727 12205
3284 4901 -9770
3284 6503 3071
3285 4150 -18702
3285 5142 12571
3285 5523 14857
3285 8405 -12864
3286 5044 -2890
3287 5115 4393
3287 5308 19370
3287 9602 -10050
3288 4570 -15848
3288 5195 7136
3288 6196 7545
3288 6399 19832
3288 6818 -17685
3288 8174 -8212
3289 5813 -18162
3290 3480 4506
3290 6168 -19230
3290 9226 2309
3291 3922 -17142
3291 7236 15000
3291 7367 -15934
3291 7435 17825
3291 8098 -9356
3292 6559 14776
3292 7137 14988
3293 3446 -11791
3293 3905 18173
3294 3381 -14475
3294 3911 -16725
3294 8763 -9432
3295 4690 -15862
3295 6382 -15094
3295 8611 -1785
3296 4055 12379
3296 4770 -9534
3296 8583 -14521
3297 4426 10733
3297 4601 -12580
3297 4808 19751
3297 7853 5535
3297 8654 -9017
3298 7797 5085
3298 9077 1194
3299 5700 -11111
3299 6209 -1737
3300 3450 -2832
3300 5072 2338
3300 7532 -6447
3301 3795 -2977
3301 7271 15211
3301 7724 -8314
3302 5498 1413
3303 3528 -5638
3303 6554 -18692
3303 7024 17766
3304 3501 -16943
3304 4281 -11300
3304 4784 -8095
3305 6655 -14936
3307 4076 2893
3307 8490 16342
3308 5319 -14005
3308 9801 2294
3309 7042 -19726
3309 9984 -19143
3310 4700 16974
3310 9454 -1629
3311 6181 -7219
3311 7158 18795
3312 4838 -3641
3312 5161 1826
3312 6606 18983
3312 8512 -1609
3313 8468 -823
3314 3414 12005
3314 3542 12278
3314 8333 8008
3315 4698 -2773
3315 5030 -18621
3315 6985 -14755
3315 7568 6632
3316 4495 -16072
3316 5232 -7736
3317 3632 13319
3317 4737 -18715
3317 6710 3781
3317 9093 -11659
3317 9826 10223
3318 4914 -9662
3319 4753 -13006
3319 5589 15651
3320 3481 -7929
3320 5533 -18280
3321 5041 -12713
3321 6741 10160
3321 8919 11185
3322 4425 4765
3322 5128 7508
3322 5494 -6864
3323 3740 -18345
3323 5178 15705
3323 7370 18102
3324 8224 19901
3324 8627 13943
3325 5365 -2545
3325 8282 -11111
3326 4212 14484
3327 5712 -16017
3328 4551 -15649
3328 8245 -18551
3329 4804 14915
3329 6664 2949
3329 6928 10182
3329 7273 2826
3330 4357 10222
3330 5409 19369
3331 3575 -13692
3333 5496 6156
3333 7153 -9319
3333 7824 19593
3334 5130 13064
3334 5164 -12508
3335 4547 4126
3335 7697 -6199
3335 9127 15173
3336 3623 -14562
3336 7012 7990
3336 7462 -12824
3337 5472 14131
3337 7679 -19449
3337 9061 -17521
3338 5663 -12040
3338 5709 -8108
3338 7385 -9303
3339 4355 -2474
3339 5669 8874
3339 6315 -11106
3339 8173 17994
3339 9350 -14838
3340 3742 340
3340 3856 -10779
3340 4672 -17923
3340 6064 -10343
3340 7695 2954
3340 8142 18636
3340 8938 8199
3341 9834 -7134
3342 5443 8572
3342 9246 491
3342 9458 -17419
3343 7750 -3573
3344 6177 -18239
3344 8395 6046
3345 4907 -17260
3345 6926 9907
3345 8108 12011
3346 3782 702
3346 8613 -16915
3347 9773 -4405
3348 3975 14066
3348 4256 -90
3348 6581 -17355
3348 8562 17909
3349 4496 -18537
3349 5136 -654
3349 8566 -18690
3350 4143 671
3350 4494 16201
3350 6043 17068
3350 6397 -13432
3350 7594 -14753
3350 9094 12191
3350 9715 -5011
3351 7219 -13427
3351 9540 7781
3352 4813 -12226
3352 9056 15323
3352 9082 4745
3353 5091 -2207
3354 4568 -2609
3354 5027 -12354
3355 6954 12281
3355 8592 1512
3356 6726 19815
3356 6786 -104
3356 7468 -15297
3357 5437 9196
3357 6527 3420
3357 7723 -15041
3358 5867 -7917
3358 6463 14811
3358 9380 11668
3358 9934 6227
3359 7654 11174
3359 7710 367
3360 6415 7418
3360 6464 17980
3361 4937 -12646
3361 5597 9754
3361 9255 4599
3361 9292 14005
3362 7426 -7108
3362 8156 10953
3362 8513 19280
3363 3457 -5541
3364 5535 -14290
3364 6481 13169
3364 8399 -12200
3364 9784 -6970
3366 5651 -14164
3366 5770 -16923
3366 9615 -18897
3367 5086 3323
3368 5192 4324
3368 6408 -14581
3368 8555 -8399
3369 7656 7520
3369 9894 -16339
3370 5312 -12205
3370 7589 -15986
3371 6512 -6316
3371 8318 19373
3371 9220 11088
3372 3853 2873
3372 5359 -7692
3372 6875 12430
3372 8324 -10417
3372 9048 14226
3373 3568 14822
3373 6802 -831
3373 6856 18793
3373 7230 5724
3373 8671 -19033
3374 4730 -11149
3374 5696 6674
3375 3696 -11046
3375 5478 -19707
3375 8099 -11204
3375 8511 8478
3375 8664 -11265
3376 5488 -12028
3376 7677 8734
3376 9220 19668
3377 4722 -10945
3377 5255 8984
3378 6210 10894
3379 4735 9703
3379 6204 -14492
3379 7567 -4407
3380 7202 9747
3380 7507 18592
3380 8548 -4802
3381 4318 -18071
3381 6708 -17007
3381 8402 7484
3382 5916 14156
3382 6310 -12614
3382 6412 -15853
3383 3862 10289
3383 3885 -16991
3383 6755 -5952
3383 8114 -4053
3383 9095 15238
3384 4738 1243
3384 5541 12705
3384 8732 -5659
3385 4225 4043
3385 8195 -15249
3386 3854 -1443
3386 5372 902
3386 7250 -3944
3386 8031 14445
3386 9369 -8899
3387 3621 45
3387 6045 -13482
3388 4535 -13798
3389 3452 -16274
3389 5680 -12677
3389 7581 6515
3389 7589 18297
